name,kode,kecamatan_id
Alue Bu Alue Lhok,2019,17
Alue Bu Alue Nireh,2015,17
Alue Bu Jalan,2006,18
Alue Bu Jalan Baroh,2014,18
Alue Bu Tuha,2005,18
Alue Bu Tunong,2015,18
Alue Bugeng,2008,17
Alue Buket,2009,4
Alue Buloh,2009,4
Alue Buloh,2024,2
Alue Buloh Dua,2004,9
Alue Buloh Sa,2003,9
Alue Bungkoh,2021,24
Alue Buya,2018,1
Alue Buya,2029,10
Alue Buya Pasi,2030,10
Alue Calong,2025,19
Alue Canang,2002,4
Alue Capli,2013,9
Alue Cek Doi,2032,2
Alue Dalam,2003,1
Alue Dama,2023,1
Alue Dama,2005,7
Alue Dawah,2013,6
Alue Deah Teungoh,2006,3
Alue Dodok,2012,2
Alue Drien,2003,4
Alue Drien,2010,17
Alue Dua,2010,10
Alue Dua,2002,18
Alue Dua,2001,27
Alue Dua,2015,6
Alue Dua,2002,5
Alue Dua Bakaran Batee,2010,5
Alue Dua Muka O,2048,3
Alue Dua Muka S,2049,3
Alue Dua Paya Gajah,2007,7
Alue Entok,2066,5
Alue Eumpeuk,2009,11
Alue Eumpok,2056,4
Alue Gadeng,2015,1
Alue Gadeng,2023,4
Alue Gadeng Dua,2024,4
Alue Gadeng SA,2012,4
Alue Gajah,2011,8
Alue Gajah,2019,6
Alue Gajah,2018,8
Alue Gampong,2037,12
Alue Gandai,2045,3
Alue Geudong,2013,1
Alue Geunteng,2019,10
Alue Geutah,2025,5
Alue Gintong,2004,4
Alue Glumpang,2045,5
Alue Glumpang,2018,15
Alue Gro,2005,4
Alue Gunto,2023,10
Alue Gureb,2005,17
Alue Ie Itam,2002,13
Alue Ie Itam,2007,16
Alue Ie Mameh,2024,1
Alue Ie Mirah,2005,11
Alue Ie Mirah,2006,13
Alue Ie Mirah,2017,14
Alue Ie Mirah,2015,21
Alue Ie Puteh,2030,1
Alue Ie Tarek,2044,1
Alue Iet,2013,15
Alue Igeuh,2012,8
Alue Itam,2006,19
Alue Itam Baroh,2072,4
Alue Itam Reudeup,2050,4
Alue Jamok,2030,1
Alue Jampak,2036,5
Alue Jang,2010,9
Alue Jangat,2006,21
Alue Jeurejak,2004,6
Alue Jojo,2002,24
Alue Kambuk,2002,6
Alue Kaul,2012,8
Alue Ketapang,2008,4
Alue Keujruen,2011,12
Alue Keumang,2005,8
Alue Keumiki,2029,2
Alue Keumuning,2023,10
Alue Keurinyai,2006,26
Alue Keutapang,2027,1
Alue Keutapang,2050,3
Alue Kiran,2007,9
Alue Krak Kayee,2013,18
Alue Krueb,2012,15
Alue Krueng,2002,9
Alue Kumba,2004,8
Alue Kumbang A,2015,14
Alue Kumbang M,2016,14
Alue Kupula,2003,15
Alue Kuta,2041,10
Alue Kuyun,2013,11
Alue Kuyun,2034,5
Alue Labu,2019,8
Alue Lada,2020,3
Alue Lamsaba,2060,2
Alue Leuhob,2008,10
Alue Leuhob,2008,17
Alue Leuhop,2037,11
Alue Leukot,2011,20
Alue Lhee,2043,2
Alue Lhok,2021,1
Alue Lhok,2017,14
Alue Lhok,2053,2
Alue Lhok,2001,6
Alue Lhok,2007,20
Alue Lhok,2035,3
Alue Lim,2017,3
Alue Limeng,2077,4
Alue Luddin Dua,2002,1
Alue Luddin Sa,2001,1
Alue Majron,2037,11
Alue Manggota,2022,1
Alue Mangki,2016,7
Alue Mee,2014,4
Alue Merbau,2015,1
Alue Merbo,2025,1
Alue Meuganda,2019,11
Alue Meuraksa,2016,1
Alue Meutuah,2021,5
Alue Mie,2008,7
Alue Mudem,2028,4
Alue Mulieng,2012,9
Alue Naga,2004,4
Alue Ngom,2017,21
Alue Nibong,2022,7
Alue Nyamoek,2027,4
Alue On,2024,2
Alue Padee,2007,5
Alue Panah,2020,21
Alue Pande,2007,6
Alue Pangkat,2007,12
Alue Panyang,2029,4
Alue Papeun,2040,14
Alue Papeun,2004,27
Alue Patong,2005,13
Alue Perman,2014,10
Alue Peudeung,2047,2
Alue Peunawa,2006,6
Alue Peuno,2069,5
Alue Peusaja,2018,6
Alue Piet,2021,6
Alue Pineung,2018,1
Alue Pineung Timue,2025,1
Alue Pisang,2014,5
Alue Punti,2011,8
Alue Punti,2012,9
Alue Rambee,2012,3
Alue Rambong,2037,7
Alue Rambong,2045,1
Alue Rambong,2025,9
Alue Rambot,2002,8
Alue Rambot,2010,9
Alue Rambot,2027,5
Alue Rangan,2001,19
Alue Raya,2003,8
Alue Raya,2001,5
Alue Raya,2002,13
Alue Raya,2015,6
Alue Raya,2035,5
Alue Rayeuk,2016,5
Alue Reuyeueng,2016,13
Alue Rimee,2011,24
Alue Rindang,2012,4
Alue Sane,2017,4
Alue Sentang,2025,4
Alue Sentang,2031,1
Alue Serdang,2007,1
Alue Seulaseh,2012,8
Alue Seuleumak,2006,8
Alue Seumambu,2004,17
Alue Seupeung,2016,8
Alue Seuralen,2020,11
Alue Seutui,2035,2
Alue Sijuek,2044,12
Alue Sijuek,2037,3
Alue Sikaya,2024,4
Alue Siron,2008,8
Alue Siwah,2011,22
Alue Siwah Serdang,2037,6
Alue Sundak,2036,4
Alue Sundak,2003,7
Alue Sungai Pinang,2004,8
Alue Tampak,2005,2
Alue Teh,2010,4
Alue Teungoh,2016,6
Alue Tho,2013,17
Alue Tho,2037,5
Alue Tho,2015,2
Alue Tho,2009,2
Alue Tuwi,2014,8
Alue Udeng,2068,5
Alue Udep,2013,10
Alue Unoe,2007,9
Alue Waki,2024,5
Alugi,2006,8
Alugi,2049,3
Aluh Aluh Besar,2012,1
Aluh Aluh Kecil,2013,1
Aluh Aluh Kecil Muara,2024,1
Aluis,2002,1
Alukh Bakhu,2023,11
Alul,2035,6
Alula,2003,22
Alun Dua,2006,4
Alun Dua,1007,1
Alun Dua,2003,22
Alun-Alun,2005,20
Alun-alun Contong,1001,13
Alung Banua,1004,10
Aluppang,2011,3
Alur,2007,2
Alur Alim,2010,4
Alur Bandung,2002,3
Alur Baning,2018,11
Alur Baung,2022,3
Alur Bemban,2029,3
Alur Bujok,2011,16
Alur Buluh,2004,9
Alur Cantik,2002,2
Alur Cempedak,2001,15
Alur Cincin,2003,1
Alur Cucur,2009,8
Alur Dua,1002,17
Alur Dua Baru,1008,17
Alur Gading,2012,1
Alur Gadung,2002,20
Alur Jambu,2004,10
Alur Keujrun,2002,13
Alur Langsat,2003,15
Alur Linci,2005,12
Alur Manis,2012,8
Alur Mas,2013,2
Alur Melati,2007,20
Alur Mentawak,2021,6
Alur Nangke,2014,15
Alur Nunang,2003,9
Alur Pinang,2010,6
Alur Selalas,2020,3
Alur Selebu,2008,6
Alur Seumerah,2007,6
Alur Subur,2016,6
Alur Tani Dua,2002,7
Alur Tani Satu,2001,7
Alurduamas,2010,17
Alus Alus,2003,7
Alusi Batjas,2008,8
Alusi Bukjalim,2006,8
Alusi Kelaan,2005,8
Alusi Krawain,2004,8
Alusi Tamrian,2007,8
Alutbakon,2005,14
Amabaan,2009,6
Amagais,2005,14
Amagarapati,1010,3
Amagatsu,2002,5
Amago,2018,1
Amahai,2005,1
Amahusu,2004,1
Amaita,2010,21
Amaiteng Mulia,2018,4
Amakaka,2005,3
Amakot,2004,23
Amal Bakti,1009,8
Amali Riattang,2006,24
Amaliah,2016,9
Amamapare,2002,7
Amamutu,2006,20
Aman,2006,9
Aman Damai,2005,21
Aman Jaya,2035,2
Aman Sari,1016,17
Amanamkai,2003,2
Amandanom,2006,5
Amandraya,2030,7
Amandraya,2009,24
Amang,2011,1
Amansari,2005,6
Amantelu,1012,2
Amar,2001,17
Amar Sakti,2014,1
Amarabu,2002,10
Amarlaut,2006,5
Amaroa,2009,18
Amarsekaru,2003,4
Amaru,2003,14
Amarwatu,2004,11
Amasangan,1003,1
Amasing Kali,2003,8
Amasing Kota,2002,8
Amasing Kota Barat,2030,8
Amasing Kota Utara,2031,8
Amassangan,1005,6
Amassangang,2004,10
Amau,2021,6
Amawakng,2005,13
Amawang,2004,17
Amawang Kanan,2016,5
Amawang Kiri,2014,5
Amawang Kiri Muka,2015,5
Amazu,2001,7
Ambahai,2003,9
Ambai Atas,2009,4
Ambai Bawah,2026,4
Ambai I,2001,10
Ambai II,2008,10
Ambaidiru,2008,6
Ambaipua,2014,8
Ambake,2014,9
Ambakiang,2031,3
Ambakumina,2013,19
Ambal,2010,13
Ambal Ambil,2009,6
Ambalat,2010,9
Ambalkebrek,2015,7
Ambalkliwonan,2012,7
Ambalkumolo,2011,6
Ambalodangge,1002,19
Ambalresmi,2004,7
Ambalutu,2001,16
Amban,1004,12
Ambang I,2001,31
Ambang II,2002,31
Ambapa,2003,9
Ambar Halim,2008,5
Ambara,2004,24
Ambarang,2009,1
Ambarawa,2001,3
Ambarawa,2010,5
Ambarawa Barat,2002,3
Ambarawa Timur,2008,3
Ambarisan,2003,9
Ambarita,2005,1
Ambarjaya,2005,47
Ambarketawang,2002,1
Ambarokan Pane Raya,2003,7
Ambartawang,2011,9
Ambarwinangun,2022,7
Ambasang Natigor,2013,4
Ambason Mekar,2029,3
Ambat,2006,1
Ambawang,2009,6
Ambawang,2006,9
Ambekaeri Utama,2002,16
Ambekairi,1004,2
Ambeko,2008,22
Ambela,2008,7
Ambelang,2010,4
Ambena,2006,39
Ambena,2001,28
Ambender,2011,7
Ambeng - ambeng Watangrejo,2023,5
Ambengan,2003,5
Ambepulu,2018,15
Amber,2020,3
Amberi,2011,1
Amberiambut,2001,20
Amberingime,2006,2
Amberparem,2004,16
Ambesea,2008,19
Ambesia,2008,5
Ambesia Barat,2027,5
Ambesia Selatan,2022,5
Ambeua,1004,2
Ambeua Raya,2023,2
Ambia,2006,19
Ambia Utara,2007,19
Ambiliki,2035,5
Ambime,2006,36
Ambirik,2011,46
Ambisu,2004,2
Ambit,2012,1
Ambit,2009,6
Ambitmbit,2018,21
Ambo,2007,26
Ambobera,2008,3
Ambobi Paranginan,2018,9
Ambodiaa ,1004,31
Ambok,2002,7
Ambokembang,2012,13
Ambokulon,2008,12
Ambololi,2009,7
Amboniki,2004,16
Ambopadang,2002,5
Ambopi,2005,42
Ambora,2002,10
Amboran,2005,18
Amborawang Darat,1005,20
Amborawang Laut,1009,20
Amborgang,2004,7
Ambowetan,2004,13
Amboyo Inti,2014,1
Amboyo Selatan,2017,1
Amboyo Utara,2005,1
Ambuang Kapua Sungai Sariak,2008,5
Ambuar,2002,5
Ambuau Indah,2006,24
Ambuau Togo,2022,24
Ambukha,2006,14
Ambukha,2003,7
Ambukha I,2012,19
Ambulu,2009,3
Ambulu,2004,12
Ambulu,2001,12
Ambulu,2009,21
Ambumi,2001,9
Ambungan,2024,3
Ambunten Barat,2001,12
Ambunten Tengah,2002,12
Ambunten Timur,2003,12
Ambunu,2007,8
Ambutun,2004,3
Ambuulanu,2030,4
Ambuwiu,2008,41
Amdasa,2004,3
Amdua,2008,38
Amdui,2002,25
Amen,1009,10
Amenda,2007,5
Ameria Bahagia,2013,4
Ameroro,2002,18
Ameroro,2004,9
Amerta Bhuana,2008,7
Amertha Buana,2021,10
Amertha Sari,2019,10
Amesiu,2034,4
Amessangeng,2010,18
Ameth,2005,2
Ameth,2001,16
Amfulma,2003,26
Amgotro,2003,10
Amin Jaya,2007,6
Aminggaru,2014,20
Amis,2004,4
Amisangi,2003,19
Amk,2001,12
Amkai,2004,14
Amkum,2002,14
Ammat Selatan,2009,10
Amnan,2005,24
Amoe,2008,11
Amohalo,2020,7
Amohola,2010,10
Amoi,2008,9
Amoito,2008,8
Amoito Jaya,2003,18
Amoito Siama,2021,8
Amokuni,2001,22
Amokuni,2014,8
Amol,2018,1
Amola,2009,6
Amolame,2011,9
Amole,2008,13
Amolengu,2008,23
Amololu,2018,8
Amondo ,1001,14
Amongena I,2008,9
Amongena II,2009,9
Amongena Tiga,2018,9
Amonggedo,2006,28
Amongrogo,2012,8
Amopa,2010,14
Amor,2009,9
Amor,2002,10
Amorome,2010,1
Amorome Utama,2034,1
Amorosa,2004,19
Amosara,2001,20
Amosilu,2002,20
Amotowo,2016,5
Amougibutu,2022,1
Ampa Kolak,2001,3
Ampadi,2005,8
Ampah II,2010,5
Ampah Kota,1011,5
Ampalu,2003,9
Ampalu,2002,7
Ampalu Nagari Manggung,2005,2
Ampana,1004,5
Ampang,1004,9
Ampang Batu,2007,4
Ampang Gadang,2005,7
Ampang Kuranji,2005,1
Ampang Pulai,2006,7
Ampang Tareh Lumpo,2013,5
Ampang Tulak Tapan,2008,11
Ampar Bedang,2001,21
Ampar Benteng,2007,9
Amparaan,2007,10
Amparaya,2004,6
Ampari,2006,4
Ampari Bura,2005,3
Amparita,1001,2
Ampas,2006,1
Ampeh,2026,10
Ampeh,2015,12
Ampek Koto,2003,5
Ampek Koto Barat,2004,5
Ampek Koto Palembayan,2004,11
Ampekale,2008,5
Ampel,2008,16
Ampel,2002,11
Ampel,1001,16
Ampel Sari,2007,5
Ampelan,2006,12
Ampeldento,2008,18
Ampeldento,2005,23
Ampelgading,2007,11
Ampelgading,2007,21
Ampelgading,2008,30
Ampelsari,2002,6
Ampelsari,2004,4
Ampelu,2004,2
Ampelu Mudo,2012,2
Ampen Medang,2005,12
Ampenan Selatan,1004,1
Ampenan Tengah,1005,1
Ampenan Utara,1007,1
Ampeng Sembeka,2011,1
Ampera,2040,3
Ampera,2005,2
Ampera,2043,7
Ampera,2007,2
Ampera,2007,23
Ampera,1003,17
Ampera,2012,2
Ampera,2001,1
Ampera,2004,1
Ampera,2003,4
Ampera Raya,2014,3
Ampibabo,2009,2
Ampibabo Timur,2029,2
Ampibabo Utara,2024,2
Ampih,2016,6
Ampimoi,2003,9
Amping Parak,2003,8
Amping Parak Timur,2004,8
Amplas,2008,26
Amplas,1001,9
Ampolongsili,2045,5
Ampolu,2005,15
Ampreng,2005,10
Ampuan Lumpo,2012,5
Ampui,1007,3
Ampukung,2002,2
Ampunbukor,2006,8
Ampung Julu,2006,13
Ampung Padang,2007,13
Ampung Siala,2008,13
Amsira,2001,12
Amua Ogom,2009,6
Amuan,2004,7
Amud Mesjid,2008,6
Amuki,2087,3
Amuleme,2003,16
Amuluk,2061,5
Amuma,2001,11
Amun Kay,2004,6
Amunggedo Baru ,1013,28
Amungi,2006,18
Amungkalpia,2001,23
Amungkonin,2006,25
Amungun,2002,2
Amuri,2001,8
Amuringgik,2003,26
Amutu,2021,3
Amyambenram,2016,11
Amyas,2004,5
Amyu,2013,6
Ana Ao,2013,7
Ana Engge,2019,7
Ana Goka,2022,6
Ana Kaka,2016,7
Ana Lewe,2027,6
Ana Onembute,2012,37
Ana Wolu,2013,11
Anabannae,2007,10
Anabanua,2008,3
Anabanua,1001,9
Anah,2011,5
Anahinunu,2001,28
Anaiwoi,1003,18
Anaiwoi,1005,8
Anajero,2008,2
Anajiaka,2005,2
Anak Petai,1005,5
Anak Reje,2010,6
Anak Setatah,2003,2
Anak Talang,2002,7
Anakalang,2023,1
Anakoli,2004,5
Analahumbuti,2018,3
Analere,2011,7
Analutur,2009,5
Anam Koto Selatan,2010,5
Anam Koto Utara,2013,5
Anambada,2006,12
Anamina,2011,7
Anan Jaya,2005,14
Ananjaki,2011,13
Anaoma,2007,23
Anaoma,2003,7
Anapalu,2023,2
Anarae,2002,9
Anaraja,2023,1
Anarum,2022,9
Anasi,2006,8
Anatorei,1001,15
Anawai,1004,7
Anawi,2001,36
Anawua,2004,24
Anca,2004,4
Ancaran,2014,9
Ancol,1003,5
Ancol,2007,20
Ancol,1002,11
Ancol Pasir,2009,4
Ancolmekar,2004,16
Ancu,2009,3
Andabia ,1004,24
Andadowi,2012,5
Andaito,2012,2
Andalambe,2010,42
Andalan,2011,4
Andalas,1007,2
Andalas Cermin,2005,22
Andaleh,2001,2
Andaleh,2004,4
Andaleh Baruh Bukik,2002,7
Andaman,2001,3
Andaman II,2008,3
Andamata,2001,13
Andamui,2006,4
Andang,2004,1
Andang,2036,9
Andapraja,2005,13
Andaroa,2008,5
Anday,1002,15
Andedao,2035,1
Andei,2002,2
Andei,2001,8
Andei,2001,18
Andei Sup,2007,18
Andeng,2005,7
Andeo,2008,5
Andepali,2006,5
Andeposandu,2012,15
Andersaria,2003,13
Andey,2010,2
Andeyok,2009,27
Andhika,2010,3
Andiang,2006,1
Andiaput,2008,21
Andinete,2025,9
Andir,1002,32
Andir,2004,11
Andiron,2017,21
Andobeu Jaya,2008,40
Andobit,2006,2
Andoina,2014,15
Andoluto,2008,16
Andomak,2010,43
Andomesinggo,2011,20
Andong,2034,10
Andong,2009,16
Andongrejo,2005,9
Andongrejo,2003,18
Andongsari,2006,12
Andongsili,1005,11
Andono Sari,2004,2
Andonohu,1003,4
Andoolo,2001,3
Andoolo Utama,2001,17
Andowengga,2005,4
Andowia,1001,9
Andugir,2004,24
Andugume,2003,23
Anduhum,2017,7
Andulan,2016,1
Andulang,2003,19
Andumowu,2010,5
Anduna,2012,19
Andungbiru,2001,7
Andungsari,2001,17
Andungsari,2003,7
Anduriang,2003,15
Anduring,1002,9
Anebalui,2002,6
Anegera,2002,7
Aneka Marga,1008,9
Anese,2002,25
Aneti,2010,25
Aneuk Batee,2025,6
Aneuk Galong Baro,2021,6
Aneuk Galong Titi,2022,6
Aneuk Glee,2024,3
Aneuk Laot,2005,1
Aneuk Paya,2010,2
Aneya,2011,4
Angan,2001,12
Angan Tembawang,2011,11
Angantaka,2005,3
Angar,2003,13
Angata,2018,2
Anggaberi ,1002,24
Anggadita,2016,5
Anggadola,2014,41
Anggaduber,2007,20
Anggagalo,2012,19
Anggah Jaya,2014,1
Anggai,2006,6
Anggai,2002,5
Anggalan,2001,17
Anggalo,2013,19
Anggalomelai,1006,6
Anggalomoare,2001,40
Anggalomoare Jaya,2009,40
Anggaloosi,2011,37
Anggaloosi,2011,3
Anggamburan,2002,18
Anggana,2005,4
Anggaraksa,2011,8
Anggasan,2012,3
Anggasari,2001,24
Anggaswangi,2004,16
Anggaswangi,2003,14
Anggawo,2015,18
Anggege,2004,19
Angger Permegi,2004,7
Anggersek,2011,4
Angges,1002,23
Anggilowu,1010,1
Anggoeya,1005,4
Anggohu,2004,42
Anggokoti,2002,17
Anggoli,2006,8
Anggolohipo,2012,9
Anggondara,2005,4
Anggopi,2006,20
Anggopiu,2011,18
Anggoro,2042,10
Anggoro,2028,19
Anggoroboti,2015,19
Anggotoa,2017,3
Anggra,2020,9
Anggraidi,2014,1
Anggrasmanis,2002,17
Anggrawati,2004,6
Anggresi,2011,15
Anggreso,2002,1
Anggrung,1005,16
Anggulobaga,2003,4
Anggulpa,2006,12
Anggulpa,2006,28
Anggumabume,2008,26
Anggumbit,2008,2
Anggut,2002,3
Anggut Atas,1006,7
Anggut Bawah,1005,7
Anggut Dalam,1007,7
Anggutare,2001,21
Anggutari,2004,11
Angin Barat,2001,10
Angin Nauli,1002,1
Angin-angin,2005,15
Angkaes,2005,4
Angkah,2009,3
Angkanyar,2007,9
Angkaras,2005,6
Angkasa,2006,12
Angkasa,2018,5
Angkasa Dua,2008,12
Angkasa Pura,2030,4
Angkasapura,1007,1
Angkatan,2013,24
Angkatan Kidul,2018,3
Angkatan Lor,2017,3
Angke,1007,4
Angkeo,2003,3
Angkieng Barat,2041,1
Angkinang,2005,4
Angkinang Selatan,2007,4
Angkipih,2004,17
Angkue,2016,3
Angohi,2005,31
Angon-angon,2022,24
Angonga,2012,16
Angorudua Balaekha,2037,3
Angsana,2001,7
Angsana,2003,32
Angsana,2005,9
Angsanah,2003,6
Angsau,1004,3
Angseri,2004,9
Angsokah,2014,5
Ani Sesna,2045,1
Aniboi,2003,13
Anik Dingir,2014,6
Animarem,2003,11
Animi,2008,20
Anin,2008,8
Aniti,2003,24
Anitila,2001,22
Aniungan,2016,2
Aniwo,2007,2
Anjani,2001,13
Anjar Arip,2021,9
Anjareuw,1014,12
Anjatan,2001,23
Anjatan Baru,2010,23
Anjatan Utara,2013,23
Anjelma,2005,1
Anjereuw,2016,12
Anjir Baru,2003,5
Anjir Kalampan,2003,5
Anjir Mambulau Barat,2006,3
Anjir Mambulau Tengah,2005,3
Anjir Mambulau Timur,2004,3
Anjir Muara Kota,2002,4
Anjir Muara Kota Tengah,2004,4
Anjir Muara Lama,2007,4
Anjir Palambang,2006,6
Anjir Pasar Kota,2003,3
Anjir Pasar Kota II,2007,3
Anjir Pasar Lama,2011,3
Anjir Pulang Pisau,2004,5
Anjir Seberang Pasar I,2010,3
Anjir Seberang Pasar II,2009,3
Anjir Serapat Barat,2003,3
Anjir Serapat Baru,2007,3
Anjir Serapat Baru,2006,4
Anjir Serapat Baru I,2009,4
Anjir Serapat Lama,2005,4
Anjir Serapat Muara,2001,4
Anjir Serapat Muara I,2012,4
Anjir Serapat Tengah,2002,3
Anjir Serapat Timur,2001,3
Anjun,2009,4
Anjung Ganjang,2013,12
Anjungan Dalam,2002,16
Anjungan Melancar,1001,16
Anobo,2012,19
Anoe Itam,2010,2
Anom,2006,15
Anrang,2013,10
Anreapi ,1001,13
Anrong Appaka,1004,4
Ansang,2003,6
Ansiap,2005,17
Ansolok,2022,2
Ansudu,2001,4
Ansudu Dua,2014,4
Ansum,2002,6
Ansus,1003,2
Antajaya,2004,36
Antalisa,2004,6
Antan Rayan,2013,1
Antang,1004,12
Antap,2007,1
Antapan,2007,9
Antapani Kidul,1005,20
Antapani Kulon,1001,20
Antapani Tengah,1004,20
Antapani Wetan,1006,20
Antar Baru,2006,15
Antar Jaya,2007,15
Antar Raya,2008,15
Antara,2036,1
Antara,2016,4
Antaraku,2009,9
Antasan Besar,1005,5
Antasan Kecil Timur,1008,4
Antasan Segera,2017,6
Antasan Senor,2003,15
Antasan Senor Ilir,2020,15
Antasan Sutun,2007,14
Antasari,2006,4
Antasari,1001,5
Antasari Hilir,2013,4
Antibar,2003,18
Antiga,2002,3
Antiga Kelod,2010,3
Antirogo,1007,21
Antong,2007,12
Antosari,2004,3
Anturan,2002,6
Antutan,2007,1
Anugerah,2006,21
Anugerah Kemu,2020,2
Anuk,2011,4
Anum Bob,2012,11
Anus,2006,5
Anutapura,2033,7
Anyar,2019,5
Anyar,2003,2
Anyar,2002,20
Anyar,2001,30
Anyar,2003,4
Anyumka,2005,11
Aoap,2010,12
Aoma,2002,18
Aopa,2002,2
Aoreo,2020,6
Aornakan I,2003,5
Aornakan II,2005,5
Aosole,2003,4
Aou,2004,12
Apa an,2002,13
Apado,2008,32
Apainabo,2005,8
Apal,2018,5
Apal,2009,18
Apala,1006,9
Apalapsili,2001,2
Apan,2007,8
Apar Batu,2007,4
Apar Nagari Manggung,2006,2
Apara,2002,8
Aparuka,2005,4
Apas,2002,6
Apau Ping,2005,11
Apdagma,2001,10
Ape Maliko,2019,10
Apela Dua,1008,3
Apela Satu,1009,3
Apelawo,2002,1
Apelome,2005,23
Apenas,2006,35
Apengsala,2006,3
Apengsembeka,1008,17
Apha,2005,4
Api-Api,2003,14
Api-Api,2012,19
Api-Api,2006,11
Api-api,2001,2
Api-api,1006,1
Api-api Pasar Baru,2009,6
Apiam,2003,2
Apin Baru,2023,7
Apit Aik,2002,8
Apitalawu,2005,7
Aplasi,1002,5
Aplim,2005,16
Apnae,2007,30
Apogomakida,2001,3
Apoho,2006,1
Apoki,2015,9
Appanang,1001,2
Appatanah,2009,5
Apren,2007,9
Aptam,2005,12
Apuai,2005,11
Apuan,2003,9
Apuan,2001,1
Apul,2024,9
Apule,2002,9
Apung,2007,5
Apur,2001,21
Apuri,2007,4
Ara,2030,10
Ara,2018,6
Ara,2006,3
Ara AB,2020,4
Ara Bungkok,2006,11
Ara Bungong,2012,3
Ara Condong,2009,7
Ara Lipeh,2027,6
Ara Payung,2009,1
Ara Ton-Ton Moncrang,2013,24
Arab Kenangan,1019,2
Arab Melayu,1001,5
Arabika,2004,1
Araboda,2003,3
Arabua,2010,5
Araf Mafat,2003,19
Arafah,2028,6
Arah Tiga,2007,1
Arahan,2005,23
Arahan Kidul,2001,19
Arahan Lor,2002,19
Araisum,2003,9
Arajang,2004,13
Arakan,2011,19
Arakundo,2022,9
Arallae,2017,2
Aralle,1001,2
Aralle Selatan,2018,2
Aralle Timur,2011,16
Aralle Utara,2007,2
Aramaba,2009,16
Aramengi,2006,6
Aramiyah,2019,4
Aramo,2005,15
Arampak,2009,23
Aramsolki,2003,2
Aran,2005,11
Aranari,2008,25
Aranday,2001,4
Arang Arang,2016,6
Arang Limbung,2003,1
Arang Sapat,2007,7
Arangkaa,2005,8
Aranio,2011,11
Aransina,2021,5
Arapi,2004,11
Arar,2005,13
Arare,2001,14
Arare,2016,5
Arareni,2010,9
Araro,2006,26
Aras,2008,3
Aras Kabu,2003,33
Aras Panjang,2023,9
Aras Sembilan,2001,10
Arasoe,2002,10
Arateng,1006,2
Arawa,1002,3
Arawai,2003,19
Arbais,2007,3
Arbasina,2014,9
Arborek,2005,11
Arcawinangun,1006,26
Ardi Mulyo,2005,3
Ardimulyo,2013,24
Ardipura,1002,2
Ardirejo,1013,13
Ardirejo,1002,8
Ardirejo,2010,11
Ardisaeng,2002,17
Area,2005,20
Arebe/Ninggame,2005,29
Arefi Selatan,2004,20
Arefi Timur,2003,20
Arekon,2016,12
Arelam,2011,16
Aremantai,2006,10
Arenan,2015,4
Arenjaya,1004,1
Arewang,2048,4
Arfu,2001,12
Arga Indah I,2018,5
Arga Indah II,2006,8
Arga Jaya,2001,7
Arga Kencana,2009,14
Arga Mulya,2006,9
Arga Mulya,2016,6
Arga Mulya,2008,6
Arga Mulya,2037,3
Arga Pura,2012,10
Argalingga,2014,5
Argam,2002,9
Argamukti,2005,5
Argapura,2006,22
Argapura,1001,2
Argasari,2005,4
Argasari,1004,1
Argasoka,1001,6
Argasunya,1005,3
Argatawang,2008,7
Argawana,2006,8
Argo Mulyo,2009,13
Argo Mulyo,2009,5
Argo Mulyo,2007,12
Argo Mulyo,2009,4
Argo Mulyo,2015,14
Argo Mulyo,2004,4
Argo Sari,2012,9
Argo Sari,1006,20
Argodadi,2001,17
Argomulyo,2012,17
Argomulyo,2001,21
Argomulyo,2012,13
Argomulyo,2012,3
Argomulyo,2004,17
Argomulyo,2001,17
Argomulyo,2005,10
Argopeni,2005,13
Argopeni,2001,1
Argopeni,2007,12
Argorejo,2002,17
Argosari,2007,1
Argosari,2003,17
Argosari,2009,17
Argosari,2011,12
Argosigemerai,2005,1
Argosuko,2011,7
Argotirto,2009,4
Argoyuwono,2008,6
Arguni,2003,13
Ariang,1021,5
Ariate,2001,8
Aribaya,2003,14
Aridunda,2007,36
Ariepi,2006,6
Ariepi Dua,2014,6
Arigineri,2003,8
Arikbalek,2054,3
Arikoba,2008,12
Arimbet,2006,9
Arimbi Jaya,1015,2
Arimbit,2004,11
Arimi Jaya,2009,16
Arina,2005,6
Aringgon,2007,6
Aringin,2001,5
Arinhua,2004,8
Arinkop,2004,13
Arintap,2001,17
Ario Kemuning,1002,9
Aripan,2005,11
Aris,2004,11
Arisan Buntal,2014,5
Arisan Deras,2012,11
Arisan Gading,2004,8
Arisan Jaya,2011,10
Arisan Musi,2002,22
Arisan Musi Timur,2005,22
Aritonang,2015,15
Aritowi,2008,24
Ariung Mendalam,2011,1
Ariyojeding,2014,13
Arjangka,2009,8
Arjasa,2003,22
Arjasa,2008,29
Arjasa,2007,11
Arjasa,2020,24
Arjasari,2001,16
Arjasari,2001,28
Arjasari,2007,31
Arjawinangun,2004,24
Arjo Sari,2013,3
Arjomulyo,2020,15
Arjosari,2021,15
Arjosari,2004,6
Arjosari,2006,11
Arjosari,2005,23
Arjosari,1002,1
Arjowilangun,2008,11
Arjowinangun,2007,3
Arjowinangun,2015,6
Arjowinangun,2007,4
Arjowinangun,1011,3
Arjuna,1002,6
Arma,2001,9
Armada,2010,11
Armise,2004,8
Armnu,2009,14
Armo,2014,1
